"Year","Latitude","Longitude","Biomass_catch_rate"
1982,55.00333,-166.94,5.77661234426861
1982,55.01017,-166.34633,4.02033466553899
1982,55.00833,-165.74,10.0823393676547
1982,55.0105,-165.159,0
1982,55.00833,-164.57667,0
1982,55.33,-166.97167,9.72328388084288
1982,55.31267,-166.34683,0
1982,55.34667,-165.785,6.85662315290842
1982,55.34833,-165.1655,16.0538760308275
1982,55.32667,-164.59,21.2639874159318
1982,55.33983,-163.98083,13.4621947571043
1982,55.35,-163.41667,0
1982,55.72,-167.5475,4.34143842657982
1982,55.66333,-166.96833,10.5018595826322
1982,55.64783,-166.37883,0
1982,55.68167,-165.80167,2.77910914549823
1982,55.686,-165.15117,11.4989136143547
1982,55.66,-164.58,2.72452155625334
1982,55.646,-164.0075,10.1362621485891
1982,55.68333,-163.4,1.40198290491254
1982,55.70167,-162.82467,0
1982,55.67867,-168.196,6.06567311760215
1982,56.01283,-167.61633,11.5064594282111
1982,56.00667,-167.025,11.6560224136777
1982,55.98383,-166.4025,0
1982,56.00667,-165.79167,5.23629878994938
1982,56.0155,-165.17767,0
1982,55.985,-164.59167,0.271623823728753
1982,56.00133,-164.00817,0
1982,56.005,-163.39,1.83325040956299
1982,56.02083,-162.8055,0
1982,56.00167,-162.23167,0
1982,56.01167,-168.235,7.04821008894036
1982,56.34333,-167.648,0
1982,56.32667,-167.01333,2.45177667994705
1982,56.31917,-166.4145,0
1982,56.33833,-165.79833,1.26036929643326
1982,56.34433,-165.19817,0
1982,56.31833,-164.58167,0
1982,56.3145,-163.998,0
1982,56.34,-163.39667,0
1982,56.35433,-162.798,0
1982,56.32333,-162.205,0
1982,56.31817,-161.6365,0
1982,56.34167,-161.00333,0
1982,56.345,-168.26333,11.6053117500104
1982,56.33667,-168.88133,0
1982,56.345,-170.067,2.66895915040563
1982,56.34417,-170.6825,4.22354005550861
1982,56.68167,-167.66483,0
1982,56.66333,-167.07667,0
1982,56.6455,-166.43,0
1982,56.67333,-165.825,0
1982,56.6815,-165.196,0
1982,56.66,-164.61167,0
1982,56.665,-164,0
1982,56.68167,-163.38,0
1982,56.68867,-162.786,0
1982,56.65333,-162.18667,0
1982,56.65617,-161.58117,0
1982,56.67833,-160.99167,0
1982,56.67067,-160.34967,0
1982,56.685,-159.76,0
1982,56.66,-168.31667,0
1982,56.6515,-168.8945,0
1982,56.66033,-169.5015,1.86686889989309
1982,56.67217,-170.13367,4.33538508863995
1982,56.67983,-170.73967,2.41837179278566
1982,56.662,-171.33117,0
1982,56.674,-171.9685,0
1982,56.67933,-172.6305,6.65519834452324
1982,56.988,-167.71483,0
1982,57.00833,-167.08167,0
1982,56.97717,-166.46133,0
1982,57.01167,-165.85833,0
1982,57.018,-165.21617,0
1982,56.99,-164.605,0
1982,57.001,-163.99417,0
1982,57.01667,-163.395,0
1982,57.01783,-162.7815,0
1982,56.99333,-162.17333,0
1982,56.98617,-161.5835,0
1982,57.015,-160.95167,0
1982,56.982,-160.33467,0
1982,56.99333,-159.72333,0
1982,57.00467,-159.09633,0
1982,57.01283,-168.34083,2.45154087176394
1982,56.98,-168.99567,0
1982,57.015,-169.52283,0
1982,57.00233,-170.1805,0
1982,57.01167,-170.78833,0
1982,56.9805,-171.40833,0
1982,57.01617,-171.9675,2.77379419144455
1982,57.01583,-172.69083,0
1982,57.0305,-173.2815,0
1982,56.85233,-168.64883,0
1982,56.82833,-169.31933,0
1982,56.842,-169.92817,1.89440430150705
1982,56.8525,-170.44867,1.69062244271718
1982,57.37183,-167.739,0
1982,57.34333,-167.135,0
1982,57.31067,-166.48033,0
1982,57.34667,-165.87667,0
1982,57.35033,-165.249,0
1982,57.325,-164.61667,0
1982,57.31867,-163.99383,0
1982,57.345,-163.4,0
1982,57.34417,-162.767,0
1982,57.335,-162.15333,0
1982,57.33217,-161.57967,0
1982,57.345,-160.94,0
1982,57.31517,-160.29783,0
1982,57.31667,-159.66333,0
1982,57.33917,-159.08733,0
1982,57.33833,-158.41,0
1982,57.34217,-168.38783,0
1982,57.31483,-169.022,0
1982,57.31667,-169.60833,0
1982,57.357,-170.28,0
1982,57.365,-170.87167,0
1982,57.31417,-171.45967,0
1982,57.325,-172.09417,0
1982,57.3195,-172.72033,0
1982,57.3425,-173.27,0
1982,57.17667,-168.62167,0
1982,57.14733,-169.33217,0.52575582271918
1982,57.142,-169.90583,0
1982,57.68383,-167.759,0
1982,57.67667,-167.14667,0
1982,57.7355,-166.53083,0
1982,57.67667,-165.88833,0
1982,57.68283,-165.24933,0
1982,57.65667,-164.62,0
1982,57.65017,-163.992,0
1982,57.685,-163.39167,0
1982,57.7,-162.75333,0
1982,57.665,-162.13667,0
1982,57.65217,-161.48283,0
1982,57.675,-160.89,0
1982,57.64467,-160.26067,0
1982,57.65,-159.64167,0
1982,57.68067,-159.01867,0
1982,57.67167,-158.36,0
1982,57.66867,-168.41833,0
1982,57.66683,-169.07167,0
1982,57.66583,-169.67833,0
1982,57.68367,-170.29783,0
1982,57.6635,-170.89517,0
1982,57.6735,-171.5105,0
1982,57.665,-172.15333,1.42677931939766
1982,57.74267,-172.81617,0
