"Year","Latitude","Longitude","Biomass_catch_rate"
1982,55.00333,-166.94,28.239134325118
1982,55.32667,-164.59,14.6095561793005
1982,57.37183,-167.739,2.06771710261438
1984,60,-176.66933,51.8810355378042
2008,60.67245,-175.4259,69.2875826840768
2008,60.68857,-176.2099,161.268767286886
2008,60.66818,-176.76961,68.6370852425755
2008,60.66968,-177.53349,268.600109699637
2008,60.6783,-178.19679,371.369232887024
2008,60.98484,-171.4328,0
2008,61.00291,-172.1485,0
2008,60.99829,-172.78819,0
2008,60.99398,-173.50661,0
2008,60.99114,-174.188,0
1984,60.00917,-177.21583,29.1257218717198
2008,61.00708,-174.8877,0
2008,61.00324,-175.5463,106.00259250108
2008,61.00877,-176.30409,160.495242311842
2008,61.00046,-176.99429,495.891096392265
2008,60.9966,-177.6364,165.73280755821
2008,61.32504,-173.5834,0
2008,61.32098,-174.32629,0
2008,61.32752,-174.9799,0
2008,61.30172,-175.653,21.6270982168586
2008,61.34265,-176.33859,50.6884624984576
1984,60.008,-177.93067,90.1686033481377
2008,61.33382,-176.9286,59.035268722662
2008,61.65549,-173.6673,0
2008,61.65435,-174.403,0
2008,61.67654,-175.0699,0
2008,61.68847,-175.787,88.0743499940502
2008,61.68029,-176.4406,84.9842108140413
2008,61.97633,-173.7496,0
2008,62.00028,-174.48,0
2008,62.00132,-175.158,0
2008,62.01044,-175.8268,292.373893824872
1984,59.81833,-172.26033,0
2008,54.68328,-165.14771,0.439908473343504
2009,54.99018,-166.92889,4.87112081274566
2009,54.97957,-166.3364,11.4673088857959
2009,54.99879,-165.7193,27.2599908994405
2009,55.00525,-165.1514,95.3452838746543
2009,55.01582,-164.5976,770.065531447039
2009,54.83187,-165.5125,12.8114495399435
2009,55.34435,-167.5498,2.23447218220209
2009,55.33194,-166.96831,0.216383898116624
2009,55.32758,-166.3438,0.27767405200453
1984,59.82633,-172.90283,0.797190270099204
2009,55.34632,-165.79359,1.12528848678712
2009,55.3325,-165.1731,8.93314133716559
2009,55.32846,-164.5703,384.467158066453
2009,55.32518,-164.0352,71.1214279564715
2009,55.34574,-163.3933,129.990923190521
2009,55.65928,-167.5865,0.39534945186774
2009,55.6824,-166.9785,0.192099906493602
2009,55.68624,-166.3972,0.220396693764208
2009,55.6652,-165.8017,0.753323104445028
2009,55.66082,-165.183,3.12497746156055
1984,59.8405,-173.5795,181.967708115452
2009,55.63505,-164.58321,76.6077338810876
