"Year","Latitude","Longitude","Biomass_catch_rate"
1982,55.00333,-166.94,0
1982,55.01017,-166.34633,0.0185111113409753
1982,55.00833,-165.74,0.0273703386429534
1982,55.0105,-165.159,0
1982,55.00833,-164.57667,0
1982,55.33,-166.97167,0.0363897243420029
1982,55.31267,-166.34683,0.0265519760003446
1982,55.34667,-165.785,0.875001060996066
1982,55.34833,-165.1655,0
1982,55.32667,-164.59,0.0363312575802902
1982,55.33983,-163.98083,0
1982,55.35,-163.41667,0.0612297593434544
1982,55.72,-167.5475,0.601816446698491
1982,55.66333,-166.96833,0.14624584115874
1982,55.64783,-166.37883,0.0226022293359664
1982,55.68167,-165.80167,0.44537593424495
1982,55.686,-165.15117,0.0372941576989473
1982,55.66,-164.58,0.401265593766845
1982,55.646,-164.0075,0.264470420443877
1982,55.68333,-163.4,0.273526871011903
1982,55.70167,-162.82467,0
1982,55.67867,-168.196,0.131420881864561
1982,56.01283,-167.61633,3.68413564872648
1982,56.00667,-167.025,0.136860458876391
1982,55.98383,-166.4025,7.5108155333429
1982,56.00667,-165.79167,1.52420866743379
1982,56.0155,-165.17767,0.312594255715812
1982,55.985,-164.59167,0.0556895099109371
1982,56.00133,-164.00817,0.0480197208254746
1982,56.005,-163.39,1.17833235716191
1982,56.02083,-162.8055,0.071595667041672
1982,56.00167,-162.23167,0.117910464572088
1982,56.01167,-168.235,0
1982,56.34333,-167.648,0
1982,56.32667,-167.01333,0.0557959658171503
1982,56.31917,-166.4145,9.12506688766403
1982,56.33833,-165.79833,2.5383731245459
1982,56.34433,-165.19817,0
1982,56.31833,-164.58167,0.0339627107508271
1982,56.3145,-163.998,0.706784788812642
1982,56.34,-163.39667,0.587740353971361
1982,56.35433,-162.798,0.0704030726832637
1982,56.32333,-162.205,0
1982,56.31817,-161.6365,0
1982,56.34167,-161.00333,0
1982,56.345,-168.26333,0
1982,56.33667,-168.88133,0
1982,56.345,-170.067,0.33566529631921
1982,56.34417,-170.6825,4.04555219369713
1982,56.68167,-167.66483,0
1982,56.66333,-167.07667,16.0399537869496
1982,56.6455,-166.43,0.223529042130153
1982,56.67333,-165.825,0.176745812256315
1982,56.6815,-165.196,0
1982,56.66,-164.61167,0.0541738740591454
1982,56.665,-164,0.00274397645031672
1982,56.68167,-163.38,0.486070818127823
1982,56.68867,-162.786,0.0364213316014439
1982,56.65333,-162.18667,0.0548418557433066
1982,56.65617,-161.58117,0.0227533001006566
1982,56.67833,-160.99167,0.00868749118551134
1982,56.67067,-160.34967,0
1982,56.685,-159.76,0
1982,56.66,-168.31667,0
1982,56.6515,-168.8945,0.0831897267354964
1982,56.66033,-169.5015,0
1982,56.67217,-170.13367,0.635100427993151
1982,56.67983,-170.73967,0.72332671321028
1982,56.662,-171.33117,82.3943176784659
1982,56.674,-171.9685,0.11614419889242
1982,56.67933,-172.6305,5.73794038934119
1982,56.988,-167.71483,0.34434214066459
1982,57.00833,-167.08167,1.00793712159386
1982,56.97717,-166.46133,0.187829853256603
1982,57.01167,-165.85833,0.0475485530286843
1982,57.018,-165.21617,0
1982,56.99,-164.605,0
1982,57.001,-163.99417,0.0352111817836292
1982,57.01667,-163.395,0.00387209607257952
1982,57.01783,-162.7815,0
1982,56.99333,-162.17333,0.012841403647472
1982,56.98617,-161.5835,0.00861414581688557
1982,57.015,-160.95167,0.0202718023987668
1982,56.982,-160.33467,0
1982,56.99333,-159.72333,0
1982,57.00467,-159.09633,0
1982,57.01283,-168.34083,0.0982953911702617
1982,56.98,-168.99567,0.274426318416192
1982,57.015,-169.52283,0.0542364760121484
1982,57.00233,-170.1805,0.171824763586373
1982,57.01167,-170.78833,2.16982283814173
1982,56.9805,-171.40833,46.1047346591545
1982,57.01617,-171.9675,0.149991053771451
1982,57.01583,-172.69083,61.2034332416182
1982,57.0305,-173.2815,0.287312666446885
1982,56.85233,-168.64883,0.193962350712099
1982,56.82833,-169.31933,0.376536546316064
1982,56.842,-169.92817,0
1982,56.8525,-170.44867,0.315079549588797
1982,57.37183,-167.739,0.382979445470129
1982,57.34333,-167.135,0
1982,57.31067,-166.48033,0.0110299208414967
1982,57.34667,-165.87667,0
1982,57.35033,-165.249,0
1982,57.325,-164.61667,0.0150081182694745
1982,57.31867,-163.99383,0.00486241760420989
1982,57.345,-163.4,0.00571256354896126
1982,57.34417,-162.767,0.00858440107899723
1982,57.335,-162.15333,0.028676897985413
1982,57.33217,-161.57967,0
1982,57.345,-160.94,0.03545746340372
1982,57.31517,-160.29783,0
1982,57.31667,-159.66333,0.0267142355537264
1982,57.33917,-159.08733,0
1982,57.33833,-158.41,0
1982,57.34217,-168.38783,0.0356102245898356
1982,57.31483,-169.022,0.153177228283743
1982,57.31667,-169.60833,0
1982,57.357,-170.28,0
1982,57.365,-170.87167,0.0454256748740095
1982,57.31417,-171.45967,7.55483380691336
1982,57.325,-172.09417,46.9349236902139
1982,57.3195,-172.72033,0
1982,57.3425,-173.27,5.23603737576523
1982,57.17667,-168.62167,0
1982,57.14733,-169.33217,0.197525062678015
1982,57.142,-169.90583,0.0393996284645352
1982,57.68383,-167.759,0.00879388261626675
1982,57.67667,-167.14667,0.106192422484089
1982,57.7355,-166.53083,0
1982,57.67667,-165.88833,0
1982,57.68283,-165.24933,0
1982,57.65667,-164.62,0.516772412280209
1982,57.65017,-163.992,0
1982,57.685,-163.39167,0.00471598391125579
1982,57.7,-162.75333,0
1982,57.665,-162.13667,0.108888349711999
1982,57.65217,-161.48283,0
1982,57.675,-160.89,0.126173097619501
1982,57.64467,-160.26067,0
1982,57.65,-159.64167,0.0985748209352128
1982,57.68067,-159.01867,0
1982,57.67167,-158.36,0
1982,57.66867,-168.41833,0.00313404002931182
1982,57.66683,-169.07167,2.11153857694444
1982,57.66583,-169.67833,0.264616118631177
1982,57.68367,-170.29783,0.122311293862382
1982,57.6635,-170.89517,0.0624714955100176
1982,57.6735,-171.5105,63.472480929189
1982,57.665,-172.15333,1.00954253965324
1982,57.74267,-172.81617,24.5102110988912
1982,57.656,-173.37867,0.0738098858791819
1982,57.50883,-168.641,0.171793337759533
1982,57.4925,-169.295,0.187698802462935
1982,57.48983,-169.97567,0
1982,57.5145,-170.55167,0.113957491546386
1982,58.04117,-167.78867,0.577900405951215
1982,57.9975,-167.16883,0.00979481990958018
1982,57.98533,-166.51633,0
1982,57.995,-165.9,0
1982,58.01533,-165.24683,0
1982,57.99,-164.625,0.0560098975678661
1982,57.98117,-164.00067,0
1982,58.01,-163.39167,0.0200142692993038
1982,58.0275,-162.7485,0
1982,57.985,-162.13,0.00278370916928256
1982,57.97917,-161.47933,0
1982,58.00167,-160.85333,0
1982,57.986,-160.20333,0
