"Year","Latitude","Longitude","Biomass_catch_rate"
1982,55.00333,-166.94,0
1982,55.01017,-166.34633,0
1982,55.00833,-165.74,1.4552581162295
1982,55.0105,-165.159,1.94284507425431
1982,55.00833,-164.57667,3.86843764387287
1982,55.33,-166.97167,1.66936055055908
1982,55.31267,-166.34683,1.85907442011005
1982,55.34667,-165.785,0.998235423442514
1982,55.34833,-165.1655,0
1982,55.32667,-164.59,0.683028011301563
1982,55.33983,-163.98083,8.288114992364
1982,55.35,-163.41667,0
1982,55.72,-167.5475,5.66553021366102
1982,55.66333,-166.96833,0
1982,55.64783,-166.37883,2.96586413610934
1982,55.68167,-165.80167,3.48864053517635
1982,55.686,-165.15117,0.959776477390752
1982,55.66,-164.58,0
1982,55.646,-164.0075,1.2464222605721
1982,55.68333,-163.4,7.20473092273702
1982,55.70167,-162.82467,0
1982,55.67867,-168.196,0
1982,56.01283,-167.61633,4.36435072185713
1982,56.00667,-167.025,0
1982,55.98383,-166.4025,0
1982,56.00667,-165.79167,1.02509410831383
1982,56.0155,-165.17767,0
1982,55.985,-164.59167,0
1982,56.00133,-164.00817,0
1982,56.005,-163.39,3.29855933332911
1982,56.02083,-162.8055,5.22386420326878
1982,56.00167,-162.23167,0.741569654916623
1982,56.01167,-168.235,0
1982,56.34333,-167.648,0
1982,56.32667,-167.01333,1.1289166728799
1982,56.31917,-166.4145,1.5630600396473
1982,56.33833,-165.79833,0
1982,56.34433,-165.19817,0
1982,56.31833,-164.58167,0
1982,56.3145,-163.998,0
1982,56.34,-163.39667,1.22323720046908
1982,56.35433,-162.798,4.26875815703026
1982,56.32333,-162.205,0.346559931221787
1982,56.31817,-161.6365,4.25515158113899
1982,56.34167,-161.00333,4.54480008123258
1982,56.345,-168.26333,0
1982,56.33667,-168.88133,0.608281653144254
1982,56.345,-170.067,0.322305712506622
1982,56.34417,-170.6825,1.67897353897612
1982,56.68167,-167.66483,0
1982,56.66333,-167.07667,1.22250149608138
1982,56.6455,-166.43,0
1982,56.67333,-165.825,0
1982,56.6815,-165.196,0
1982,56.66,-164.61167,0
1982,56.665,-164,1.42852528697983
1982,56.68167,-163.38,2.14852689135241
1982,56.68867,-162.786,2.68444946049182
1982,56.65333,-162.18667,1.78805088807228
1982,56.65617,-161.58117,1.13755819379761
1982,56.67833,-160.99167,6.94971613367807
1982,56.67067,-160.34967,5.34966351299184
1982,56.685,-159.76,0
1982,56.66,-168.31667,0
1982,56.6515,-168.8945,0
1982,56.66033,-169.5015,0.576067806272185
1982,56.67217,-170.13367,0
1982,56.67983,-170.73967,1.04424562158039
1982,56.662,-171.33117,16.0407712351682
1982,56.674,-171.9685,0
1982,56.67933,-172.6305,0.306728999006256
1982,56.988,-167.71483,0.353994896146714
1982,57.00833,-167.08167,0
1982,57.01167,-165.85833,0
1982,57.018,-165.21617,4.12569168252246
1982,56.99,-164.605,0.893123533650883
1982,57.001,-163.99417,1.89869274404333
1982,57.01667,-163.395,3.33140634272589
1982,57.01783,-162.7815,2.24661824199044
1982,56.99333,-162.17333,0.912026132136359
1982,56.98617,-161.5835,2.91627213426832
1982,57.015,-160.95167,11.3850564110076
1982,56.982,-160.33467,1.12101138337095
1982,56.99333,-159.72333,0
1982,57.00467,-159.09633,4.14587489847982
1982,57.01283,-168.34083,0
1982,56.98,-168.99567,0
1982,57.015,-169.52283,0.310067396196731
1982,57.00233,-170.1805,4.37790511526481
1982,57.01167,-170.78833,0.735255785702583
1982,56.9805,-171.40833,0.744641145572773
1982,57.01617,-171.9675,0
1982,57.01583,-172.69083,0
1982,57.0305,-173.2815,0
1982,56.85233,-168.64883,0
1982,56.82833,-169.31933,4.04490133770685
1982,56.842,-169.92817,0
1982,56.8525,-170.44867,0.348414130161804
1982,57.37183,-167.739,0.282790540429065
1982,57.34333,-167.135,0.413257930254768
1982,57.31067,-166.48033,0.693327220396791
1982,57.34667,-165.87667,0
1982,57.35033,-165.249,0
1982,57.325,-164.61667,0.637304859836495
1982,57.31867,-163.99383,2.53022000144735
1982,57.345,-163.4,1.135563351577
1982,57.34417,-162.767,0
1982,57.335,-162.15333,0.992884850112084
1982,57.33217,-161.57967,0
1982,57.345,-160.94,0
1982,57.31517,-160.29783,0.320214522813926
1982,57.31667,-159.66333,0.916901514258379
1982,57.33917,-159.08733,2.22852772326402
1982,57.33833,-158.41,0
1982,57.34217,-168.38783,0
1982,57.31483,-169.022,0.398961546974966
1982,57.31667,-169.60833,0
1982,57.357,-170.28,24.834722888569
1982,57.365,-170.87167,3.38733941468826
1982,57.31417,-171.45967,0
1982,57.325,-172.09417,0
1982,57.3195,-172.72033,5.38054316035895
1982,57.3425,-173.27,0
1982,57.17667,-168.62167,0
1982,57.14733,-169.33217,0
1982,57.142,-169.90583,20.8005026681439
1982,57.68383,-167.759,0.568889085357335
1982,57.67667,-167.14667,0.484827571878912
1982,57.7355,-166.53083,0
1982,57.67667,-165.88833,0.392132412497575
1982,57.68283,-165.24933,0.909979586504381
1982,57.65667,-164.62,0
1982,57.65017,-163.992,0
1982,57.685,-163.39167,0
1982,57.7,-162.75333,3.10199111178592
1982,57.665,-162.13667,0.499593193642576
1982,57.65217,-161.48283,1.40634539902335
1982,57.675,-160.89,0.4487666903965
1982,57.64467,-160.26067,0
1982,57.65,-159.64167,9.66364904999517
1982,57.68067,-159.01867,0
1982,57.67167,-158.36,0.673242421937362
1982,57.66867,-168.41833,0
1982,57.66683,-169.07167,0
1982,57.66583,-169.67833,0
1982,57.68367,-170.29783,1.58443472747942
1982,57.6635,-170.89517,0
1982,57.6735,-171.5105,3.10026899162595
1982,57.665,-172.15333,0
1982,57.74267,-172.81617,0
1982,57.656,-173.37867,0.882743590397843
1982,57.50883,-168.641,0
1982,57.4925,-169.295,0
1982,57.48983,-169.97567,0
1982,57.5145,-170.55167,0.259221790329013
1982,58.04117,-167.78867,0.513692134804854
1982,57.9975,-167.16883,0
1982,57.98533,-166.51633,0
1982,57.995,-165.9,0
1982,58.01533,-165.24683,0
1982,57.99,-164.625,0
1982,57.98117,-164.00067,0.292221235415715
1982,58.01,-163.39167,2.6458603069031
1982,58.0275,-162.7485,2.88064980971616
1982,57.985,-162.13,1.90457616374928
1982,57.97917,-161.47933,0
1982,58.00167,-160.85333,0.694931302785874
1982,57.986,-160.20333,0
1982,57.99667,-159.605,0.478652412621089
1982,58.00667,-158.92433,0
1982,58.015,-158.31667,0
1982,58.00633,-168.44367,0
1982,58.008,-169.0495,0.412465053957802
1982,58.00233,-169.69783,0.344638016341856
1982,58.0245,-170.32933,0.440221441761743
1982,58.01267,-170.97133,1.14531029681464
1982,57.97783,-171.59183,0
1982,58.0025,-172.23283,0
1982,58.01,-172.89683,0
1982,57.97467,-173.4825,0
1982,57.83583,-168.68383,0.613682915416951
1982,57.81817,-169.30317,0.68741810565509
1982,57.83583,-169.9935,0.397877215618752
1982,57.8525,-170.58583,1.53549055130345
1982,58.35417,-167.83567,0
1982,58.35133,-167.19083,0.689486229203402
1982,58.326,-166.56433,0.431605816189726
1982,58.345,-165.91667,1.0853581977907
1982,58.349,-165.28883,2.72728865899854
1982,58.31833,-164.63,0
1982,58.33267,-163.99517,0.966221682555845
1982,58.34333,-163.385,0
1982,58.3545,-162.71867,1.62596416898146
1982,58.31167,-162.065,0.367079609078871
1982,58.2665,-161.402,0.504118678464218
1982,58.33333,-160.72167,0
1982,58.32167,-159.54,0
1982,58.3255,-168.46967,0
1982,58.31383,-169.11733,0
1982,58.32433,-169.72683,0
1982,58.35783,-170.38483,0.382381834901933
1982,58.34233,-171.01917,0.32910116000801
1982,58.29667,-171.6405,0
1982,58.338,-172.30067,0
1982,58.3545,-172.93867,0
1982,58.34383,-173.59433,0
1982,58.37417,-174.287,1.32953413767799
1982,58.68367,-167.87033,0.361357180918586
1982,58.678,-167.22717,1.12514779785014
1982,58.65783,-166.56683,0
1982,58.68167,-165.91833,2.59107190725993
1982,58.68183,-165.29967,0.965729576682366
1982,58.65167,-164.65167,0.709631001451019
1982,58.66917,-163.99,0.429444867494305
1982,58.685,-163.36167,0
1982,58.66567,-162.70183,0.60913907442281
1982,58.65367,-168.491,0
1982,58.64317,-169.14933,0.342063034239039
